plate,legal,personalize,meaning
LOWWHOE,0,1,HOE
LS3 HOE,0,1,HOE
MACS 10,0,1,MAC 10 GUN
MINI TT,0,1,TT BREAST
MK65O,1,1,650 AREA CODE
NEGRA 14,0,1,14 GANG REFERENCE
N93OJF,0,1,LOOKS LIKE LEGACY SEQ.
OD JEEP,1,1,ODD JEEP OR OVER DOSE
OG CAMEO,0,1,OG ORIGINAL GANGSTER
OG FROG,0,1,OG ORIGINAL GANGSTER
OQOQ888,0,1,LOOKS LIKE ALL DIGITS
OQQQOQQ,0,1,LOOKS LIKE ALL DIGITS
OSX4EVA,0,1,OH SEX FORVER
P2729O5,0,1,LOOK A LIKE
QSMYSS,0,1,KISS MY ASS
RB 1 OFF,0,1,RUB ONE OFF MASTURBATE
REDCUBN,1,1,RED CUBAN
RTRD BUG,0,1,RETARD BUG
SEXY A5,0,1,LOOKS LIKE SECY AS
SNOBUNS,0,1,SNOW BUNNY SLANG FOR CAUCASION WOMAN
STEEL18,0,1,18 HITLER REFERENCE
SXTNINE,0,1,69 SEXUAL REFERENCE
THAT DC5,1,1,LOOKS LIKE THAT DICK CUSTOMER INITIALS ARE D.C.
TRAMP 1,0,1,TRAMP
TRAP QWN,0,1,TRAP QUEEN
TRK YEAA,1,1,TRUCK YEAH FUCK YEAH
TROY FTW,0,1,FUCK THE WORLD
USCJO13,0,1,13 GANG REFERENCE
VTEC 13,1,1,13 GANG REFERENCE
WETSU 62,0,1,WE EAT THIS SHIT UP
YOGA 88,0,1,88 HITLER REFERENCE
ZEROFKG,0,1,O FUCKS GIVEN
1 SLW G,1,1,G AS IN GANGSTER
1ST MSLE,0,1,1ST MISSILE
2BIG 4UA,0,1,TOO BIG FOR YOU AYE?
2LTRFTW,0,1,2 LITER FUCK THE WORLD
4335OR1,0,1,LOOKS LIKE A COMMERCIAL
9549OY1,0,1,LOOKS LIKE A COMMERCIAL
MACS668,1,1,668 AREA CODE
INDICA,0,1,MARIJUANA STRAND
NMRK88,0,1,88 HITLER REFERENCE
DRF4LFE,1,1,DWARF FOR LIFE
JST 1 PMP,0,1,JUST ONE PIMP JUST ONE PUMP
TATA X2,0,1,TATA TIME 2 BREAST
MTRBUKR,0,1,MOTHER FUCKER MUTTER BUCKER
POP BOB,1,1,SHOOT BOB
SNO BNZ,0,1,SNOW BUNNIES OR SNO BENZ
G RTRANS,0,1,G AS IN GANGSTER
HEL BOND,1,1,HELL BOUND
MYOC 714,0,1,714 AREA CODE
ND 18,0,1,18 HITLER REFERENCE
PERICO1,0,1,PARROT ALSO SLANG FOR COCAINE
VADER 18,0,1,18 HITLER REFERENCE
714 RT78,0,1,714 AREA CODE
3900 MK,0,1,LOOK A LIKE BOAT
BK $ MI,1,1,BK BLOOD KILLER
B&S GOD,0,1,LOOKS BULL SHIT GOD
BRO GTFO,0,1,GTFO=GET THE FUCK OUTTA HERE
C4 KVG,0,1,C4=AN EXPLOSIVE
DUZ 14S,1,1,"14=HATE SYMBOL, NO 2014 ON ANI"
FCKHO35,0,1,FUCK HOES
FIENDZ,0,1,COULD BE DRUG REFERENCE
GODOY18,0,1,18=HATE SYMBOL
GRAMZ,0,1,COULD BE DRUG REFERENCE
G 911 B,0,1,G=GANGSTER
HARDCAT,1,1,CAT CAN HAVE SEXUAL CONNOTATION
HATED64,0,1,PULLED FOR THE WORD HATED
HELICOP,0,1,COP=LAW ENFORCEMENT
HEL KTN,1,1,"PULLED FOR THE WORD HELL, AND KTN=KITTEN, COULD IMPLY SEXUAL CONNOTATION (DOES OWN A DODGE)"
HI PUTA,0,1,PUTA MEANS WHORE OR BITCH IN SPANISH
JIB GIRL,1,1,JIB CAN BE SLANG FOR CRYSTAL METH
JICE,1,1,"JICE CAN MEAN JIZ+NICE, SEXUAL CONNOTATION"
KNKYBRN,1,1,KINKY BROWN? COULD IMPLY SEXUAL CONNOTATION
LA NEGRI,0,1,NEGRI CAN MEAN FEMALE VERSION OF NIGGER OR BABY NIGGER
OGSK8ER,1,1,OG=ORIGINAL GANGSTER
TARFUN1,0,1,THINGS ARE REALLY FUCKED UP NOW
TKM2DKM,1,1,DTK CAN MEAN DOWN TO KILL
TRK4ROD,1,1,ROD CAN MEAN AN ERECT PENIS
VGSMOB6,0,1,PULLED FOR THE WORD MOB
WDGANG6,0,1,PULLED FOR THE WORD GANG
WHC BJ,0,1,"BJ=BLOW JOB, SEXUAL CONNOTATION"
X82D ABN,0,1,ABN CAN MEAN ASSHOLE BY NATURE
ZIGG ZAG,0,1,CAN BE DRUG REFERENCE
13 ROCKY,0,1,"13=GANG NUMBER, NO 2013 ON ANI"
18 RAMS,0,1,18=HATE SYMBOL
3KITTTY 3,1,1,KITTY CAN HAVE SEXUAL CONNOTATION
3TH,1,1,"TH CAN MEAN TITTY  HARDON, SEXUAL CONNOTATION"
7O2 TOWN,0,1,702=AREA CODE
77 88,0,1,88=HATE SYMBOL
8O5PASO,0,1,805=AREA CODE
88KTK88,0,1,88=HATE SYMBOL
FXRMOBN,0,1,PULLED FOR THE WORD MOB
13HOURS,1,1,"13=GANG NUMBER, NO 2013 ON ANI"
EGM 13,1,1,"13=GANG NUMBER, (EGM 12 WAS ISSUED TO SAME COMPANY, DID NOT FIND ANY OTHER PLATES ISSUED IN SEQUENCE)"
BJSDLIT,0,1,"BJ=BLOW JOB, SEXUAL CONNOTATION"
MYDMSLF,0,1,MY DAMN SELF
OG CAMRY,1,1,OG=ORIGINAL GANGSTER
PIG B 8,0,1,PIG=CAN BE MISREPRESENTATION OF LAW ENFORCEMENT
R8OGS,1,1,OG=ORIGINAL GANGSTER
MOLYBLU,0,1,"MOLLY COULD BE DRUG REFERENCE, (LAST NAME IS BLUE)"
ASYLUMM,1,1,MENTAL HOSPITAL
HODOR,1,1,HO
5TORM,0,1,LOOK A LIKE
2FLYNHI,0,1,TO BE HIGH
YIFF M3,1,1,CYBER SEX
T4RDIS O,0,1,RETARD
AR13NA,0,1,13 GANG REFERENCE
AUNB3AR,0,1,SUB E FOR 3
BENGAZI,0,1,BENGAZI ATTACK
BIGDZSD,0,1,BIG DICK
BONZ 13,0,1,13 GANG REFERENCE
BUGBOMB,0,1,BOMB
BYPO925,0,1,925 AREA CODE
B1G NUTT,0,1,NUTT
DABUMZ,1,1,BUMZ COULD BE ASS
DENZ 13,1,1,13 GANG REFERENCE
DTOM 2AM,0,1,"DTOM ""DICK TAKER OF MEN"""
DUNG HO,0,1,HO
EN G AY,1,1,GAY
FN THING,0,1,FUCKING THING
GAGRPUR,1,1,GAG
GUNDARK,0,1,GUN
HAYS619,0,1,619 AREA CODE
H1LL YA,1,1,HELL YEAH
I CIBO,0,1,BO NEW TERM FOR CODINE/SPRITE
IN ON 1,0,1,HIGH OR DRUNK
IOIIII,0,1,
JMT8RJL,1,1,
JOLT3ON,0,1,
JOK BOXX,1,1,BOXX
KAKE MAN,1,1,KAKE
KRPT TKR,1,1,
L7E707,0,1,LOOK ALIKE HAM PLATE
MOLLYOC,0,1,MOLLY DRUG REFERENCE
MR2O9,0,1,209 AREA CODE
M99 A04,0,1,LOOK ALIKE HAM PLATE
NVR DYE,1,1,DYE
ONY YXXX,0,1,XXX
OO Q OO,0,1,LOOKS LIKE ALL DIGITS
RBRN 69,1,1,SEXUAL 69
SIG 9MM,0,1,9MM GUN
SKI2UDI,1,1,SKI TILL YOU DIE
SMKNGUY,1,1,SMOKING
SRFRDIE,1,1,SURF OR DIE
SSTRIKR,1,1,STRIKER
TNASLYR,0,1,TITS AND ASS SLAYER
TONKA 13,0,1,13 GANG REFERENCE
V110875,0,1,LOOK ALIKE TIN NUMBER
WIKKID 13,0,1,13 GANG REFERENCE
WSS1314,0,1,LOOKS LIKE A TIN NUMBER
W246088,0,1,LOOKS LIKE A TIN NUMBER
18EAV1,0,1,18 GANG REFERENCE
21826K0,0,1,LOOKS LIKE A COMMERCIAL PLATE
38316VC,1,1,
8 MEEH,0,1,ATE ME
888ME88,0,1,88 GANG OR HATE GROUP
8888 KEN,0,1,888 HATE GROUP
BENNY14,0,1,14 GANG REFERENCE
FIDHMF,0,1,MF MOTHER FUCKER
OGPOLAB,1,1,OG ORIGINAL GANGSTER
18K333,0,1,18 GANG REFERENCE
$CCAKE,1,1,CAKE
DDPERK,0,1,PERKY DOUBLE D'S
ZZTUSH,1,1,"TUSH ""ASS"""
BAKOBUS,0,1,BACK OF BUS
DOPE MNY,0,1,DOPE MONEY
EFOGVET,0,1,OG ORIGINAL GANGSTER
FEDKRMA,0,1,FED KARMA
IMNATY2,1,1,IM NAUGHTY TO
N714LA,0,1,714 AREA CODE
QWNNN B,0,1,QUEEN B
*23*RED/,1,1,"COLOR RED, GANG AFFILIATION"
981BLUE/,1,1,"COLOR BLUE, GANG AFFILIATION"
95/BLUE/,1,1,"COLOR BLUE, GANG AFFILIATION"
89/SMOKR,0,1,"SMOKING, SMOKER"
RED1986,1,1,"COLOR RED, GANG AFFILIATION"
GR8/SHOT,1,1,"GREAT SHOT, SHOOTING, VIOLENCE"
AFSTCAT,0,1,CAT COULD HAVE SEXUAL CONNOTATION
BAECHES,0,1,"COULD MEAN ""BITCHES"""
BADKTTI,1,1,"KTTI=KITTY, COULD HAVE SEXUAL CONNOTATION"
BB7O7,0,1,707=AREA CODE
BLU DAWG,0,1,BLUE=GANG COLOR
CK LIFE,0,1,CK=CRIP KILLER
COQUE75,1,1,COQUE=COKE? COULD BE DRUG REFERENCE
CRS CHKU,0,1,"CRS CAN ALSO MEAN ""CANT REMEMBER SHIT"""
DI HRD,0,1,DIE HARD
DOZER NO,0,1,DOZER=SLANG FOR MARIJUANA
DRT TCO,0,1,"""TACO"" COULD HAVE SEXUAL CONNOTATION"
DRTYLRI,0,1,"DIRTY LORI, COULD HAVE SEXUAL CONNOTATION"
DUONG18,0,1,18=HATE SYMBOL
GG SVVAG,0,1,"""VAG"" CAN BE SHORT FOR VAGINA"
HFAH,0,1,"""HEFFA"""
IFLYO69,0,1,69 CAN HAVE SEXUAL CONNOTATION
IGOT5 ON,0,1,"""I GOT 5 ON IT"", MARIJUANA REFERENCE"
INTO DNB,1,1,"DNB CAN ALSO MEAN ""DO NOTHING BITCH"" (TOP DEFINITION ON URBAN DICTIONARY)"
JAPJIT,0,1,"PULLED FOR ""JAP"", RACIALLY DEGRADING TERM"
KST CAT,1,1,CAT COULD HAVE SEXUAL CONNOTATION
LA CAJA,0,1,"CAJA=BOX OR ""CHOCHA"", CAN HAVE SEXUAL CONNOTATION"
MAD M4,0,1,M4 IS AN ASSAULT RIFLE
MTHAFCK,0,1,MOTHERFUCK
M4 AMS,0,1,M4 IS AN ASSAULT RIFLE
N13 MA15,0,1,13=GANG NUMBER
N17M1OG,0,1,OG=ORIGINAL GANGSTER
ONT 1MFG,0,1,"MFG CAN MEAN ""MY FUCKING GOD"""
REDTRUC,1,1,RED=GANG COLOR
RYU 14,0,1,14-HATE SYMBOL
SALAS13,0,1,"13=GANG NUMBER, NO 2013 ON ANI"
SCUMMYY,1,1,SCUMMY
SERW S14,0,1,"14=HATE SYMBOL, NO 2014 ON ANI"
SN OFGUN,0,1,SON OF A GUN
SPUKE 69,0,1,"69 CAN HAVE SEXUAL CONNOTATION, NO 1969 ON ANI"
SRFNM13,0,1,"13=GANG NUMBER, NO 2013 ON ANI"
STLGANG,0,1,"PULLED FOR ""GANG"""
TNT 7714,0,1,TNT=AN EXPLOSIVE
WNR LVR,0,1,"WEINER LOVER, COULD HAVE SEXUAL CONNOTATION"
X13X,0,1,"13=GANG NUMBER, NO 2013 ON ANI"
2FKN AZN,0,1,TOO FUCKIN ASIAN?
3FLYNH I,0,1,"""FLYIN HI"" COULD BE DRUG REFERENCE"
69 CRGR,1,1,69 COULD HAVE SEXUAL CONNTOTATION
8 Q 5,0,1,805=AREA CODE
HB RIDIN,0,1,"""HB"" CAN ALSO MEAN HOT BITCH"
POE POE,0,1,"""PO PO"" CAN BE A TERM USED FOR POLICE"
18 M&RK,0,1,
DANKM3,0,1,"""DANK"" CAN BE SLANG FOR MARIJUANA"
AFBLU2,0,1,BLUE=GANG COLOR
OH GIZZ,0,1,"""GIZZ"" CAN HAVE SEXUAL CONNOTATION"
CHIL 88,0,1,88=HATE SYMBOL
KILR42O,0,1,420 COULD BE MARIJUANA REFERENCE
LILSSHT,0,1,LITTLE SHIT?
MACSCAT,1,1,"CAT CAN HAVE SEXUAL CONNOTATION, (LAST NAME IS MACKNESS, 1990 JAG ON ANI)"
YFNK NOT,0,1,WHY FUCKIN NOT ?
ZROFUXS,0,1,ZERO FUCKS
EARLY 18,0,1,18=HATE SYMBOL
BECHLVR/,0,1,COULD LOOK LIKE BITCH LOVER
BCHN*LT/,0,1,COULD LOOK LIKE BITCHING LIGHT OR LIT
BHNDBRS/,1,1,"BEHIND BARS, COULD BE CONFRONTATIONAL"
SPHYNX5/,0,1,SPHINCTER
O62CUT/E,0,1,CUTTY IS A SEXUAL TERM
*BZ/HUN*,0,1,"BZ IS LIKE BEEZY, TERM FOR BITCH"
MRDEVL*/,1,1,MR. DEVIL
$2B*TNT/,1,1,"TNT IS AN EXPLOSIVE, DYNAMITE"
TES&TEE/,0,1,"MEN'S GENITALS, TESTES"
$HERBLF/,1,1,HERB CAN BE A TERM FOR MARIJUANA
$CRZY*B/,0,1,CRAZY BITCH
9/9/RED/,1,1,RED IS GANG RELATED COLOR
69/54OSS,1,1,69 IS A SEXUAL TERM
69WAN69,0,1,69 IS A SEXUAL TERM
6RETRO9/,1,1,69 IS A SEXUAL TERM
6D9*AMX/,1,1,69 IS A SEXUAL TERM
6BLADES/,1,1,"POTENTIALLY VIOLENT, WEAPON"
5OH*JAY/,0,1,5O IS POLICE
41GRAHM/,1,1,GRAM IS MEASUREMENT/CAN REFERENCE DRUGS
ANNICCA,0,1,"AOUNDS LIKE A NIGGA,CAN BE OFFENSIVE"
A*UZI4U/,0,1,"UZI IS A SUBMACHINE GUN, A UZI FOR YOU"
BEEZ*JP/,0,1,BEEZY IS BITCH. BITCH JUST PLAYING
H8/KMUTN,1,1,"HATE COMMUTING, HATE CAN BE OFFENSIVE"
GEEMFCA/,0,1,GEE MOTHERFUCKING(MF) CALIFORNIA (CA)
HODOOOR/,1,1,HO DOOR
KLL*JOY/,0,1,"KILL AND JOY, KILL CAN BE OFFENSIVE"
LKS/WNRS,0,1,LIKES WEINERS
NTHWK13,0,1,13 IS GANG RELATED
NVJUICE/,1,1,ENVY THE JUICE. JUICE IS A TERM FOR RESPECT/CREDABILITY ON THE STREETS
PB4YUGO/,1,1,PEE BEFORE YOU GO
PHATKAT/,1,1,"PHAT, KAT IS A TERM FOR VAGINA"
/PUCKR/,1,1,SLANG TERM FOR ANUS
RAG/1956,1,1,RAG IS A GANG RELATED TERM
*RAG/24*,0,1,RAG IS A GANG RELATED TERM
REDPONI/,1,1,RED IS GANG RELATED COLOR
RED/TUB*/,1,1,RED IS GANG RELATED COLOR
RNMMOVR/,0,1,"RUN THEM MOVER, VIOLENT"
RUN/OVRU,0,1,"RUN OVER YOU, VIOLENT"
SE/SHOO7,0,1,"SEE AND SHOOT, VIOLENT. 7 AS A T"
SHAGWYR/,0,1,"SHAG IS SEX, SHAG + JAGUAR. MOVIE REFERENCE AUSTIN POWERS"
SHEXFST/,1,1,SEX FAST
SLAMN69/,1,1,"SLAMING IS SLANG FOR SEX,VIOLENT, GOOD, COOL AND 69 IS SEXUAL"
SX/BANGR,0,1,"SIX BANGER, SEX BANGER, BANGER CAN BE A TERM FOR A GUN, ALSO CAN BE SEXUAL"
TILL/DIE,0,1,DIE CAN BE VIOLENT
TNT*MBZ/,1,1,"TNT IS AN EXPLOSIVE, DYNAMITE"
TRDS/WRX,0,1,TURDS WORKS
TRIKLYF/,0,1,"TRICK IS A SLANG WORD LIKE HOE, FOR WOMEN. TRICK LIFE"
TRYSOFT/,1,1,POTENTIALLY SEXUAL MEANING
TRQ*STR/,0,1,"TRACK STAR, GANG RELATED AND SLANG FOR PROMISICIOUS WOMAN"
X6M*EATR,0,1,EATER CAN BE A SEXUAL TERM
YALLAH5/,1,1,YALL ASS
29*HOBO,1,1,HOBO
2/FIRME,1,1,"TOO FIRM, POTENTIALLY SEXUAL"
2*NUTZ/,0,1,"2 NUTS, MEN GENITIALS OR TOO CRAZY"
BAEZA18,0,1,18 HITLER REFERENCE
DOPER56,0,1,"DOPE DOES MEAN ""COOL"" OR ""AWESOME""  BUT DOPE IS ALSO A DRUG REFERENCE"
GOTKUSH,0,1,KUSH IS A DRUG REFERENCE FOR MARIJUANA
IR8AF9,0,1,AF MEANS AS FUCK
KATBONE,0,1,BONE IS A SEXUAL REFERENCE
LBCGRSS,0,1,GRSS STANDS FOR GRASS WHICH IS A DRUG REFERENCE FOR MARIJUANA
LXXXV,0,1,"XXX, OBSCENE"
USC88,0,1,88 HITLER REFERENCE
14ROCKS,0,1,"14, GANG REFERENCE"
CTUNA,0,1,TUNA IS SEXUAL REFERENCE
DAMULE,0,1,A MULE COULD BE CONSIDERED A DRUG MULE OR A SEXUAL POSITION
FATBOI,1,1,OFFENSIVE
RAV3N88,0,1,88 HITLER REFERENCE
XTRMN8,1,1,"""EXTERMINATE"" OFFENSIVE"
MAL$U18,0,1,18 HITLER REFERENCE
CHDSUX,0,1,"""SUX"" DEROGATORY"
EDYAS14,0,1,14 GANG REFERENCE
9MAGNUM,0,1,GUN REFERENCE
FRNT1ER,0,1,SUBSTITUTION
LXIVGTO,0,1,XIV GANG REFERENCE
BOXER13,0,1,13 GANG REFERENCE
DGR6BLU,1,1,"BLU, GANG REFERENCE"
HOSEBE,0,1,"""HOES"" SEXUAL REFERENCE"
JANRED,1,1,"RED, GANG REFERENCE"
J55AK33,1,1,"""AK"" GUN REFERENCE"
OC714HB,0,1,"714, AREA CODE"
REDRKER,1,1,"RED, GANG REFERENCE"
1012SL,0,1,LOOK ALIKE
2HEFTYS,1,1,THE CUSTOMERS LAST NAME IS HEFTY HOWEVER HEFTY COULD BE CONSIDERED OFFENSIVE SINCE HEFTY IS ANOTHER WORD FOR FAT
JSPOUDN,0,1,"LOOKS LIKE POUND, SEXUAL REFERENCE"
BEKI$86,0,1,"""BECKY"" SEXUAL REFERENCE"
ACAT$VR,1,1,"""CAT"" SEXUAL REFERENCE"
PHOX,0,1,"SIMILAR TO ""FUCKS"""
GTSMKE,0,1,DRUG REFERENCE
BLUEONI,1,1,"BLUE, GANG REFERENCE"
HAKOBLU,1,1,"BLUE, GANG REFERENCE"
HMMRDWN,0,1,"""HUMMER"" IS A SEXUAL REFERENCE"
ARGEL5O,0,1,LAW ENFORCEMENT
BBIRD14,0,1,14 REFERENCE GANG ORGANIZATION
BCHNBUZ,0,1,BITCHEN
BELLA TT,0,1,TT IS OBSCENE WORD
BIGFISH,1,1,PROFANITY
BMBIBOM,1,1,REFERENCE TO A BOMB
B4ST4RD,0,1,BASTARD
CSQUIRT,0,1,SEXUAL ACT
DONG GUO,1,1,SEXUAL ACT
FOILER,1,1,DRUG
FEEBASE,1,1,DRUG
FUNKY G,1,1,GANG
GBYEH8R,0,1,GOOD BYE HATER
GNS2REV,1,1,WEAPON
G SANGHA,1,1,G GANGSTER
GLM BTCH,0,1,PROFANITY
GOB8VGO,1,1,SEXUAL ACT
GOVACHO,1,1,"SPANISH INSULT (BRAT, SHIT)"
HSTLVAL,1,1,HOSTILE
ICS0571,0,1,LOOK ALIKE
J3N9999,0,1,LOOK ALIKE
KCKRCKS,1,1,KICK ROCKS WHICH IS OFFENSIVE
KKITTYY,1,1,VAGINA
KLNSHOT,0,1,WEAPON
KNKLS UP,0,1,PREPARE TO FIGHT
KOKANEE,1,1,DRUG
LBDTBAG,0,1,MEANING IS TEA BAG WHICH IS SEXUAL
LIZCAKS,1,1,CAKE IS REFERRING TO VAGINA
LOVNPNK,1,1,LOVING PINK IS FEMALE ANATOMY
LUGGY13,1,1,GANG REFERENCE
LUVA H8R,0,1,HATER
LUV DSL,0,1,DSL IS DICK SUCKING LIPS
L310X0,0,1,310 AREA CODE
MAMRED,1,1,GANG COLOR
MELO GNG,0,1,MELLO GANG
MOMMA Q,0,1,LOOK ALKIE
NINJA U,0,1,BECAUSE OF U
OFG,0,1,VIOLENT GANG 100 AGREE & 34 DISAGREE ON URBAN DICTIONARY
OGRAFA,0,1,OG ORIGINAL GANGSTER
OGRCHK3,1,1,OG ORIGINAL GANGSTER
OG 845,1,1,OG ORIGINAL GANGSTER
PEW X2,1,1,REFERENCE TO A GUN
PJN 18,0,1,18 HATE SYMBOL
PNSHR 13,0,1,13 GANG RELATED
RED LVI,1,1,RED IS GANG COLOR
ROCK ICE,0,1,REFERENCE TO DRUG
RR4KIKI,0,1,REFERENCE VAGINA
SG 187,0,1,187 MURDER
TNK2PMP,0,1,SEXUAL ACT
TOO4N,1,1,TOO FOREIGN
WAGON HO,0,1,HO IS REFERENCE TO HOE
YELAGRL,0,1,YELLOW GIRL REFERENCE TO COLOR OF SKIN
13DRTMX,1,1,GANG RELATED
69 CHINO,0,1,SEXUAL ACT
69 MAMY,0,1,SEXUAL ACT
88XX327,0,1,88 HITLER REFERENCE
302 13,1,1,13 GANG RELATED
440 COP,0,1,LAW ENFORCEMENT
AR4DWIN,0,1,AR REFERS TO A GUN
ASOCFTW,0,1,FTW CAN STAND FOR FOR THE WIN BUT IT CAN ALSO MEAN FUCK THE WORLD
BLAZESS,0,1,BLAZE IS ANOTHER WORD FOR SMOKING MARIJUANA
B33OCHH,0,1,"""BIOTCH"" WHICH IS ANOTHER WORD FOR BITCH"
CHASE14,0,1,"14, GANG REFERENCE"
CHGOBLU,1,1,"BLUE, GANG REFERENCE"
CHULA88,0,1,"88, HITLER REFERENCE"
DAMIII,0,1,"""DAMN"""
DAM2,0,1,"""DAMN"""
EPOOT,0,1,"POOT=FART, INAPPROPRIATE"
FOSURE,1,1,"FO CAN STAND FOR ""FOR"" BUT IT CAN ALSO STAND FOR ""FUCK OFF"""
FUKAJOB,0,1,"""FUCK A JOB"""
FUNSTIX,0,1,SEXUAL REFERENCE
F8588J,0,1,"88, HITLER REFERENCE"
GODUBZZ,1,1,DUBZ CAN STAND FOR GOLDEN STATE WARRIORS BUT CAN ALSO STAND FOR A DRUG REFERENCE TO MARIJUANA
HURST18,0,1,"18, HITLER REFERENCE"
HWYTOHL,1,1,"""HIGHWAY TO HELL"""
KRSCULO,0,1,CULO MEANS ASS IN SPANISH
KUNTA,0,1,SEXUAL AND RACIAL REFERENCE
LOERA13,0,1,"13, GANG REFERENCE"
LOOCH,1,1,DRUG AND SEXUAL REFERENCE
MMMTAKO,1,1,TAKO IS CLOSE TO TACO WHICH IS A SEXUAL REFERENCE
MOLLYME,0,1,MOLLY IS A DRUG REFERENCE
MUFTA,1,1,SEXUAL AND MEAN REFERENCE
NFGIVN,0,1,"""NO FUCKS GIVEN"""
NOMA7O7,0,1,AREA CODE
OGSTILE,1,1,"""OG"" GANG REFERENCE"
PEECUP,0,1,"""PEE"""
QQOQOOO,0,1,LOOK ALIKE
QQQOO1O,0,1,LOOK ALIKE
RALYRED,1,1,RED. GANG REFERENCE
RED5STB,1,1,RED. GANG REFERENCE
TMLI69,1,1,"69, SEXUAL REFERENCE"
WRX69,0,1,"69, SEXUAL REFERENCE"
W22OO75,0,1,"LOOK ALIKE, TIN #"
YUMTAKO,1,1,TAKO IS CLOSE TO TACO WHICH IS A SEXUAL REFERENCE
11INCH,0,1,SEXUAL REFERENCE
113TP,1,1,"13, GANG REFERENCE"
13NINI,0,1,"13, GANG REFERENCE"
13OWL94,1,1,"13, GANG REFERENCE"
2VETSAF,1,1,AF CAN STAND FOR AS FUCK
415X8O8,0,1,AREA CODE
417ST18,0,1,"18, GANG REFERENCE"
51OK,0,1,AREA CODE
57LILRD,1,1,"RD=RED, GANG REFERENCE"
6ORT13,0,1,"13, GANG REFERENCE"
69LTRN,1,1,"69, SEXUAL REFERENCE"
9BEEZY,0,1,BEEZY IS ANOTHER WORD FOR BITCH
4KATZ,1,1,"""CATS"", SEXUAL REFERENCE"
HYRNY$2,0,1,"SIMILAR TO HORNY, SEXUAL REFERENCE"
SP&RTOG,1,1,"""OG"" GANG REFERENCE"
BL3UBYU,1,1,"BLUE, GANG REFERENCE"
12AF,0,1,AF CAN STAND FOR AS FUCK
OGSNOW,1,1,"""OG"" GANG REFERENCE"
BADTT,0,1,"""TT"" SOUNDS LIKE TITTIE, SEXUAL REFERENCE"
TACOKEV,1,1,"TACO, SEXUAL REFERENCE"
UPTDUBS,0,1,"""DUBS"" IS A DRUG REFERENCE TO MARIJUANA"
HVNALAF,1,1,AF CAN STAND FOR AS FUCK
TACOR1,0,1,"TACO, SEXUAL REFERENCE"
H2OVAPR,1,1,"VAPOR, DRUG REFERENCE"
42613QO,0,1,LOOK A LIKE
ABERGIN,0,1,EGGPLANT
BIGD CJ5,0,1,LOOKS LIKE BIG DICK CUSOMERS NAME IS DELBERT
BLDSLAP,0,1,BLOOD SLAP
BRAISX4,0,1,X4 AKA 14 GANG REFERENCE
BRME31O,0,1,310 AREA CODE
BUBI LUV,0,1,BREAST
BYTE ME3,0,1,BITE ME
DAMGINA,0,1,DAM GINA
DERTBAG,1,1,DIRT BAG
DOBBY 2,0,1,DO BABY2
DOWNERS,0,1,PERSCRIPTION/DRUG
DUDE408,0,1,408 AREA CODE
EXPOSED,1,1,SEXUAL
FIIKBRO,0,1,FUCK BRO
FOCKO,0,1,FUCK
GOBLU 83,1,1,BLUE
GOPS911,1,1,911
GTFOH69,0,1,GET THE FUCK OUTTA HERE
ILUVBLU,1,1,I LOVE BLUE
JASON 13,0,1,13 GANG REFERENCE
JJY8888,0,1,88 HITLER REFERENCE
MASTER G,0,1,GANGSTER
MM 424,0,1,424 AREA CODE
MOMOFKU,0,1,MOMO FUCK YOU
M070409,0,1,LOOKS LIKE A TIN NUMBER
MSAB13H,0,1,13 GANG REFERENCE
M8R C13,0,1,13 GANG REFERENCE
M8T MDGT,0,1,MIDGET
NFUXGVN,0,1,NO FUCKS GIVEN
N001985,0,1,LOOKS LIKE A TIN NUMBER
RD KAT,1,1,KAT
RNBW13,0,1,13 GANG REFERENCE
SLUMPT,0,1,TO BE HIGH OR INTOXICATED
TACOZZZ,0,1,TACO
UWNT M8,0,1,YOU WANT ME OR YOU WANT TO MATE
4PHL 13,0,1,13 GANG REFERENCE
6 BULLET,0,1,GUN
6 6 SIX,1,1,DEVIL
82W1OG,0,1,OG ORIGINAL GANGSTER
8TWNS14,0,1,14 GANG REFERENCE
BICHYNP,0,1,BITCH
04X14,0,1,14 GANG REFERENCE
LIL$CAT,0,1,CAT
G&GUNNA,0,1,GUN
RT2FGT,0,1,RIGHT TO FAGOT
ANIA 13,0,1,13 GANG REFERENCE
BLUJOLT,1,1,BLUE
DOHCB18,0,1,18 GANG REFERENCE
YO ISH4,0,1,ISH AKA SHIT
YO ISH5,0,1,ISH AKA SHIT
YER MOM,0,1,YOUR MOM
PEANUT9,1,1,NUT
PWR SLAV,0,1,POWER SLAVE
AG14N16,0,1,14 GANG REFERENCE
AKLUCKY,0,1,AK GUN
AOG1984,0,1,OG ORIGINAL GANGSTER
AO2 M11,0,1,LOOK A LIKE
AZZ MAH,0,1,AZZ LOOKS LIKE ASS
BDAZWAG,0,1,BAD ASS WAG
BIATCH,0,1,BITCH
BKDBUDZ,0,1,BAKED BUDS
BLK TUNA,0,1,BLACK TUNA
BRDG13B,0,1,13 GANG REFERENCE
B42OCA,0,1,LOOK A LIKE
CANEFAN,0,1,CANE SEXUAL REFERENCE
CHEV HOE,0,1,HOE
C63 GENG,1,1,LOOKS LIKE GANG
DIEGO5M,1,1,DIEGO
DJ DAANK,0,1,DANK AS IN WEED
DMRIGHT,0,1,DAMN RIGHT
